Year,Region,Region_Code,Population_M,GDP_per_capita_Lakh,Urbanization_Rate,Devices_Per_Person,Recycling_Rate,Ewaste_Tons
2015,Gujarat,GJ,56.59,4.23,47.23,0.74,19.49,30.76
2009,Sikkim,SK,1.78,1.68,47.7,0.82,16.55,0.37
2023,Telangana,TG,44.72,5.83,50.61,1.05,21.69,43.82
2009,Kerala,KL,27.37,1.91,66.02,1.35,4.4,20.47
2008,Rajasthan,RJ,56.77,2.79,67.36,1.01,15.35,40.61
2019,Karnataka,KA,61.68,3.0,62.22,2.81,12.35,110.87
2010,Manipur,MN,3.61,0.84,40.05,1.07,19.89,0.46
2014,Uttarakhand,UK,12.77,3.35,67.19,0.61,6.97,6.29
2024,Uttarakhand,UK,14.15,2.61,28.04,3.0,21.94,9.91
2008,Jammu & Kashmir,JK,14.22,1.56,40.96,0.65,5.69,2.3
2018,Assam,AS,31.63,3.8,62.68,1.31,12.03,36.55
2023,Maharashtra,MH,130.89,7.04,73.78,2.47,24.29,508.51
2009,Mizoram,MZ,1.81,2.26,36.64,0.32,12.36,0.18
2021,West Bengal,WB,87.5,4.41,64.37,1.64,9.24,154.98
2022,Haryana,HR,33.57,5.46,75.76,2.59,11.87,142.87
2022,West Bengal,WB,88.11,4.95,65.27,2.72,13.14,267.81
2020,Gujarat,GJ,60.45,3.81,29.4,2.05,23.19,49.66
2017,Himachal Pradesh,HP,13.4,2.03,59.23,0.79,14.2,4.44
2010,Gujarat,GJ,54.16,2.83,70.97,1.12,3.94,47.65
2019,Madhya Pradesh,MP,75.02,5.62,55.06,2.73,18.77,211.8
2014,Jammu & Kashmir,JK,15.18,1.7,66.94,1.54,17.83,9.53
2006,Jammu & Kashmir,JK,14.03,1.39,42.64,1.02,11.38,3.25
2010,Punjab,PB,28.13,1.74,39.52,1.55,9.78,10.38
2012,Assam,AS,29.88,2.66,28.58,1.49,6.78,13.97
2023,Madhya Pradesh,MP,78.92,3.89,63.67,2.32,19.14,159.7
2009,Tamil Nadu,TN,63.48,2.37,43.04,0.99,19.39,22.64
2007,Andhra Pradesh,AP,44.08,1.05,60.98,1.33,12.07,14.58
2006,Nagaland,NL,2.29,1.5,34.91,0.99,17.62,0.41
2016,Goa,GA,2.62,2.46,69.17,2.02,6.88,3.17
2020,Rajasthan,RJ,64.2,2.07,72.54,0.56,18.81,17.94
2009,Telangana,TG,38.39,2.06,41.82,1.26,16.65,14.72
2013,Bihar,BR,99.43,2.01,35.92,0.68,19.25,18.96
2010,Haryana,HR,29.16,2.7,46.65,1.21,19.69,14.53
2022,Assam,AS,33.38,5.72,41.39,2.13,21.04,61.71
2022,Karnataka,KA,63.52,2.37,53.83,3.41,21.69,92.22
2020,Uttarakhand,UK,13.72,3.71,67.39,1.71,13.3,23.56
2016,Telangana,TG,42.33,4.21,44.04,2.1,21.29,55.03
2018,Assam,AS,31.45,3.82,62.37,1.31,11.95,35.91
2011,Punjab,PB,28.66,0.87,69.65,1.11,14.67,7.1
2007,Sikkim,SK,1.72,1.04,31.09,1.16,18.49,0.23
2009,West Bengal,WB,73.21,1.34,20.55,1.53,14.89,11.21
2014,Manipur,MN,3.87,3.26,62.17,0.51,15.91,1.57
2016,Nagaland,NL,2.58,2.2,72.9,2.3,22.18,3.23
2021,Meghalaya,ML,4.2,2.68,65.59,2.78,18.22,7.75
2013,Gujarat,GJ,55.57,3.34,29.89,1.93,11.03,38.42
2024,Sikkim,SK,2.13,5.44,50.27,3.17,13.31,6.46
2022,Uttar Pradesh,UP,238.7,9.06,56.42,1.82,24.64,802.57
2008,Jammu & Kashmir,JK,14.15,1.56,40.99,0.65,5.68,2.28
2019,Tripura,TR,4.11,1.36,28.51,1.83,9.22,1.21
2015,Manipur,MN,3.87,2.82,33.73,1.09,16.93,1.35
2006,Tripura,TR,3.51,2.0,35.05,0.36,6.16,0.35
2014,Andhra Pradesh,AP,47.17,3.16,68.54,0.99,5.74,42.39
2020,Uttarakhand,UK,13.76,3.7,67.22,1.71,13.19,23.01
2017,West Bengal,WB,82.01,1.41,59.08,2.21,12.87,60.25
2007,Odisha,OR,40.59,0.75,58.36,0.69,18.47,4.32
2012,Tamil Nadu,TN,64.99,1.88,30.08,1.16,5.54,15.11
2006,Telangana,TG,36.49,2.32,26.67,0.63,16.98,5.26
2009,Bihar,BR,95.84,1.82,67.01,1.28,8.98,61.22
2018,Mizoram,MZ,2.0,1.29,68.73,2.8,21.6,1.44
2018,Sikkim,SK,2.04,4.11,28.15,2.75,18.5,2.47
2014,Sikkim,SK,1.92,2.49,69.28,1.0,19.08,1.16
2012,Haryana,HR,30.54,2.38,55.05,1.79,16.8,28.26
2024,Rajasthan,RJ,67.72,6.61,72.61,2.99,13.16,316.0
2018,Nagaland,NL,2.72,4.14,52.83,2.85,11.84,5.75
2005,Telangana,TG,37.08,2.22,70.13,0.57,14.62,11.43
2021,Chhattisgarh,CG,27.78,5.21,28.37,2.27,21.19,29.23
2010,Kerala,KL,27.59,2.54,69.83,0.96,12.92,15.72
2019,Jammu & Kashmir,JK,16.53,2.15,31.0,2.39,16.57,8.39
2008,Tripura,TR,3.53,1.16,49.19,0.77,3.67,0.56
2024,Delhi,DL,17.26,2.74,68.81,1.6,20.14,16.49
2006,Punjab,PB,26.76,1.53,23.39,1.07,18.36,3.6
2021,Himachal Pradesh,HP,13.99,2.67,48.0,0.81,17.65,5.41
2016,Assam,AS,31.24,4.02,52.07,1.64,21.08,35.33
2019,Punjab,PB,31.2,3.35,43.35,1.24,10.64,22.4
2014,Uttarakhand,UK,12.82,3.35,67.47,0.61,6.97,6.25
2013,Rajasthan,RJ,59.16,3.76,28.4,0.39,10.36,9.32
2012,Madhya Pradesh,MP,67.79,3.28,62.21,1.3,17.86,58.73
2023,Sikkim,SK,2.09,4.25,62.31,1.58,15.78,3.29
2011,Arunachal Pradesh,AR,2.51,1.89,31.56,0.72,4.53,0.44
2010,Arunachal Pradesh,AR,2.46,1.95,54.67,1.58,15.96,1.62
2012,Uttar Pradesh,UP,208.86,2.58,43.75,1.74,6.49,162.58
2009,Himachal Pradesh,HP,11.95,1.46,70.14,0.64,12.1,3.13
2007,Manipur,MN,3.48,1.56,23.27,1.37,15.45,0.67
2005,Jharkhand,JH,25.68,1.99,61.34,1.2,15.2,14.74
2019,Sikkim,SK,2.05,2.18,27.25,2.37,17.92,1.05
2021,Arunachal Pradesh,AR,2.75,3.15,28.85,1.87,18.13,1.55
2023,Arunachal Pradesh,AR,2.79,4.89,32.18,1.77,14.31,2.74
2021,Maharashtra,MH,125.42,3.09,37.3,3.33,11.05,171.72
2024,Tripura,TR,4.32,3.42,40.2,3.66,14.28,7.0
2022,Rajasthan,RJ,65.47,3.88,48.53,1.17,23.64,51.3
2018,Mizoram,MZ,2.01,1.28,68.38,2.79,21.57,1.51
2011,Gujarat,GJ,53.32,1.18,49.42,0.94,11.84,10.02
2009,Madhya Pradesh,MP,65.28,1.32,23.02,1.01,14.09,7.93
2021,Meghalaya,ML,4.21,2.68,65.37,2.77,18.14,7.72
2012,Sikkim,SK,1.9,0.8,43.39,1.1,9.25,0.26
2018,Meghalaya,ML,4.03,2.14,50.12,2.84,10.91,4.41
2011,Goa,GA,2.42,2.03,41.47,1.62,18.16,1.08
2015,Maharashtra,MH,119.71,1.98,47.57,0.44,7.55,18.37
2015,Punjab,PB,29.94,2.64,28.75,0.54,16.53,4.44
2019,Rajasthan,RJ,62.5,3.66,71.44,2.99,17.32,170.93
2018,Delhi,DL,16.13,2.32,34.54,2.61,17.1,12.96
2014,Andhra Pradesh,AP,47.25,3.15,68.67,0.99,5.75,42.01
2006,Nagaland,NL,2.29,1.5,34.86,0.99,17.59,0.43
2014,Meghalaya,ML,3.88,2.55,45.69,1.87,11.96,2.85
2015,Uttar Pradesh,UP,219.3,2.96,73.15,1.0,17.7,160.32
2020,Rajasthan,RJ,64.06,2.07,72.47,0.56,18.8,17.88
2023,Arunachal Pradesh,AR,2.78,4.87,32.17,1.78,14.26,2.78
2023,Madhya Pradesh,MP,78.7,3.87,63.73,2.33,19.14,157.29
2008,Uttarakhand,UK,11.98,2.13,63.52,1.08,9.92,6.29
2010,Chhattisgarh,CG,24.28,2.37,40.48,0.94,18.9,7.93
2011,Kerala,KL,28.63,1.51,45.41,0.56,9.59,3.87
2008,Sikkim,SK,1.74,1.52,60.57,1.38,16.83,0.73
2021,Odisha,OR,46.38,5.92,70.34,2.17,21.74,140.56
2010,Odisha,OR,41.39,1.74,23.5,0.66,18.63,4.13
2019,Karnataka,KA,61.56,3.01,62.01,2.79,12.37,112.2
2024,Arunachal Pradesh,AR,2.86,5.71,48.58,1.3,20.11,3.31
2023,West Bengal,WB,86.09,4.26,38.5,3.48,17.09,189.42
2007,Mizoram,MZ,1.73,1.28,44.01,0.89,15.96,0.3
2008,Telangana,TG,37.76,1.67,20.96,0.55,13.17,2.64
2005,Punjab,PB,26.23,0.69,64.66,0.26,15.4,1.05
2021,Chhattisgarh,CG,27.64,5.22,28.29,2.27,21.22,30.61
2009,Andhra Pradesh,AP,44.41,2.11,44.1,0.55,8.39,7.99
2008,Assam,AS,27.89,1.66,54.96,0.62,18.18,5.66
2014,Arunachal Pradesh,AR,2.55,2.36,36.41,1.82,6.55,1.66
2019,Himachal Pradesh,HP,13.28,3.75,35.16,1.45,10.7,8.35
2014,Mizoram,MZ,1.94,3.33,44.28,1.76,12.42,1.87
2009,Odisha,OR,41.03,0.92,64.2,0.35,10.99,2.92
2023,Meghalaya,ML,4.31,5.38,51.13,3.27,13.71,13.43
2015,Karnataka,KA,58.5,1.62,49.72,1.86,12.09,34.89
2014,Assam,AS,30.29,2.71,24.21,2.15,11.95,16.72
2016,Uttar Pradesh,UP,221.85,3.33,41.11,0.8,15.29,85.53
2009,Rajasthan,RJ,55.2,1.8,62.87,0.8,10.99,18.49
2021,Mizoram,MZ,2.09,1.52,72.59,2.35,20.0,2.04
2015,Maharashtra,MH,119.87,2.0,47.61,0.44,7.56,18.48
2024,Delhi,DL,17.26,2.75,69.08,1.6,20.1,16.75
2008,Rajasthan,RJ,56.48,2.8,67.02,1.01,15.27,41.04
2017,Nagaland,NL,2.69,2.77,67.62,0.83,14.5,1.57
2012,Kerala,KL,28.7,2.99,53.55,0.75,11.07,13.14
2022,Bihar,BR,114.22,3.75,47.32,3.08,21.08,211.07
2012,Karnataka,KA,55.54,1.83,32.93,0.36,13.91,4.1
2007,Arunachal Pradesh,AR,2.31,0.82,69.62,1.33,7.83,0.64
2016,Jharkhand,JH,29.69,3.82,28.18,1.52,11.0,17.9
2021,Gujarat,GJ,61.03,3.6,45.42,2.17,19.5,72.45
2010,Himachal Pradesh,HP,12.02,1.12,23.96,0.64,8.34,0.82
2018,Rajasthan,RJ,63.04,4.07,29.99,2.44,18.99,62.11
2006,West Bengal,WB,72.62,1.58,37.44,1.25,16.47,18.8
2005,Telangana,TG,37.01,2.23,69.9,0.57,14.61,11.57
2009,Bihar,BR,95.94,1.81,66.95,1.28,8.94,59.56
2008,Chhattisgarh,CG,23.41,0.95,43.0,0.35,15.53,1.26
2023,Haryana,HR,34.55,4.54,57.48,1.81,22.91,59.31
2005,Andhra Pradesh,AP,42.08,1.56,67.02,1.18,4.29,18.52
2017,Chhattisgarh,CG,26.5,2.84,45.23,1.54,20.05,16.62
2011,Tripura,TR,3.64,2.75,61.41,1.36,11.4,3.31
2010,Himachal Pradesh,HP,12.05,1.12,23.89,0.64,8.29,0.85
2011,Meghalaya,ML,3.67,1.17,40.54,1.31,12.8,0.77
2005,Andhra Pradesh,AP,42.06,1.56,66.74,1.19,4.29,18.48
2009,Meghalaya,ML,3.62,0.92,62.32,1.11,12.32,0.75
2020,Mizoram,MZ,2.04,4.63,26.07,0.75,10.13,0.69
2022,Uttarakhand,UK,14.28,5.16,49.61,1.63,18.14,19.91
2019,Sikkim,SK,2.05,2.19,27.39,2.37,18.02,1.07
2012,Himachal Pradesh,HP,12.63,1.66,49.59,1.61,15.69,5.4
2009,Rajasthan,RJ,55.41,1.8,62.98,0.8,10.99,18.63
2013,Arunachal Pradesh,AR,2.49,1.79,57.69,1.71,14.26,1.55
2019,Tamil Nadu,TN,71.55,2.73,35.45,1.6,7.01,39.08
2022,Odisha,OR,47.75,2.64,68.57,1.89,13.26,56.29
2014,Haryana,HR,30.79,3.54,57.98,0.56,20.34,12.62
2005,Tamil Nadu,TN,59.71,2.34,49.2,0.3,1.4,8.14
2024,Meghalaya,ML,4.31,5.42,29.93,3.4,12.41,8.35
2006,Jharkhand,JH,26.46,1.44,20.9,1.01,10.44,2.67
2023,Meghalaya,ML,4.32,5.37,51.17,3.27,13.63,13.73
2006,Nagaland,NL,2.28,1.5,34.84,0.99,17.48,0.43
2019,Telangana,TG,42.92,1.39,31.33,3.03,23.35,19.5
2014,Goa,GA,2.54,3.06,70.35,0.97,14.89,2.09
2013,Karnataka,KA,56.07,2.0,60.44,1.47,14.69,34.56
2015,Delhi,DL,15.42,1.44,41.93,0.99,20.5,2.95
2011,Jammu & Kashmir,JK,14.64,2.21,33.44,1.47,9.43,5.71
2019,Gujarat,GJ,59.86,4.51,46.66,0.66,20.04,26.79
2007,Kerala,KL,26.81,1.97,61.18,0.66,16.64,7.64
2014,Himachal Pradesh,HP,12.88,2.61,58.45,0.96,11.45,7.32
2018,Gujarat,GJ,59.47,1.48,50.81,2.35,15.41,34.05
2016,Madhya Pradesh,MP,73.0,1.83,36.96,1.91,20.43,31.6
2020,Chhattisgarh,CG,27.59,3.74,60.98,3.0,22.24,59.42
2016,Uttar Pradesh,UP,221.86,3.32,41.02,0.8,15.21,85.79
2017,Karnataka,KA,59.06,2.48,35.09,0.97,20.19,16.57
2012,Kerala,KL,28.75,2.98,53.61,0.75,11.03,12.59
2017,Andhra Pradesh,AP,49.71,3.12,49.3,2.54,8.68,68.17
2013,Meghalaya,ML,3.73,1.31,56.92,1.03,16.35,1.02
2022,Punjab,PB,31.81,4.42,47.11,3.0,19.85,69.77
2006,Sikkim,SK,1.71,0.8,40.97,1.16,3.94,0.27
2013,Tripura,TR,3.74,3.12,26.88,0.43,18.65,0.51
2011,Karnataka,KA,54.9,0.99,60.31,1.57,19.26,18.24
2006,Delhi,DL,13.82,0.81,36.73,0.31,12.43,0.51
2014,Chhattisgarh,CG,26.05,2.34,53.14,1.88,18.51,20.76
2008,Goa,GA,2.36,1.54,44.06,0.86,6.41,0.5
2024,Telangana,TG,46.32,6.63,63.88,0.95,25.57,61.78
2018,Uttar Pradesh,UP,224.04,7.3,73.99,2.71,8.74,1125.31
2013,Goa,GA,2.54,1.36,49.15,1.53,11.09,0.88
2016,Punjab,PB,30.21,3.48,45.96,0.73,7.3,13.04
2016,Madhya Pradesh,MP,73.27,1.82,36.93,1.91,20.38,30.49
2007,Odisha,OR,40.48,0.75,58.41,0.69,18.35,4.41
2023,Andhra Pradesh,AP,51.45,2.11,33.21,2.84,15.05,36.9
2013,Madhya Pradesh,MP,70.41,1.76,59.91,1.86,10.38,48.07
2007,Andhra Pradesh,AP,44.21,1.05,61.02,1.33,12.15,14.38
2015,West Bengal,WB,79.84,1.46,50.33,1.63,7.22,35.96
2021,Sikkim,SK,2.1,2.14,41.93,1.94,13.62,1.37
2009,Gujarat,GJ,51.9,0.85,44.53,1.4,13.08,9.81
2023,Arunachal Pradesh,AR,2.8,4.9,31.98,1.78,14.35,2.72
2011,Gujarat,GJ,53.24,1.19,49.15,0.94,11.91,9.67
2014,Tripura,TR,3.91,1.63,29.58,1.95,10.45,1.43
2009,Telangana,TG,38.56,2.05,41.9,1.26,16.54,14.17
2023,Uttar Pradesh,UP,242.24,10.38,60.84,1.99,16.6,1069.12
2024,Gujarat,GJ,61.96,6.11,54.97,3.81,25.09,275.13
2013,Karnataka,KA,55.8,2.01,60.68,1.46,14.74,35.19
2021,Jharkhand,JH,32.51,5.46,39.61,1.31,20.75,31.35
2009,Andhra Pradesh,AP,44.03,2.11,44.18,0.55,8.34,7.82
2012,Punjab,PB,29.07,1.35,39.33,0.86,9.31,4.94
2012,Kerala,KL,28.91,2.98,53.39,0.75,11.04,13.07
2022,Uttarakhand,UK,14.17,5.16,49.85,1.64,18.08,20.04
2017,Mizoram,MZ,1.96,3.75,33.3,1.62,11.35,1.59
2008,Haryana,HR,28.49,2.47,39.47,0.77,16.92,7.72
2011,Sikkim,SK,1.83,2.57,69.51,0.96,14.55,1.07
2024,Goa,GA,2.87,4.4,29.15,2.11,22.54,2.38
2020,Nagaland,NL,2.75,4.77,33.85,2.03,8.07,3.65
2019,Himachal Pradesh,HP,13.34,3.75,35.02,1.45,10.67,8.73
2020,Haryana,HR,32.56,4.53,29.67,0.61,18.33,10.18
2019,Kerala,KL,31.1,3.58,45.22,3.05,19.61,51.63
2010,Odisha,OR,41.61,1.75,23.55,0.66,18.72,4.09
2010,Karnataka,KA,54.88,1.53,34.42,1.21,9.87,12.29
2022,Mizoram,MZ,2.06,3.64,62.84,1.76,22.7,2.61
2018,Delhi,DL,16.19,2.33,34.4,2.59,17.23,12.44
2010,Karnataka,KA,54.57,1.51,34.41,1.21,9.85,12.7
2019,Chhattisgarh,CG,26.98,3.0,57.01,2.19,19.45,35.17
2021,Jharkhand,JH,32.33,5.45,39.58,1.31,20.69,32.73
2018,Kerala,KL,30.34,3.76,46.86,2.71,10.74,59.37
2009,Tripura,TR,3.63,1.15,23.31,1.42,17.88,0.45
2010,Odisha,OR,41.42,1.74,23.61,0.66,18.71,4.07
2018,Telangana,TG,43.53,2.56,40.76,0.6,10.27,9.51
2023,Kerala,KL,31.8,5.89,66.85,2.11,25.68,94.46
2005,Manipur,MN,3.44,0.83,21.16,0.78,10.17,0.17
2017,Maharashtra,MH,120.25,2.58,28.3,2.22,19.46,65.64
2020,Karnataka,KA,61.31,2.54,51.65,1.75,22.7,48.2
2019,Andhra Pradesh,AP,50.2,4.0,47.51,2.12,20.48,71.56
2009,West Bengal,WB,73.61,1.33,20.59,1.54,14.84,11.08
2007,Himachal Pradesh,HP,11.67,0.91,64.17,0.75,9.62,2.04
2012,Himachal Pradesh,HP,12.6,1.66,49.27,1.61,15.7,5.62
2012,West Bengal,WB,77.03,2.01,48.68,1.0,17.85,26.7
2012,Chhattisgarh,CG,25.1,3.27,69.96,1.75,16.1,33.72
2024,Telangana,TG,46.22,6.62,63.74,0.95,25.51,61.71
2008,Andhra Pradesh,AP,43.48,1.57,54.07,0.29,13.71,3.96
2012,Bihar,BR,97.81,2.92,61.93,0.6,16.09,37.6
2007,Tamil Nadu,TN,62.66,2.12,69.42,1.34,6.78,51.02
2007,Gujarat,GJ,52.18,1.28,44.85,1.02,4.18,12.15
2020,Himachal Pradesh,HP,13.57,3.81,35.72,0.89,22.94,5.89
2020,West Bengal,WB,85.13,4.99,48.67,1.58,14.93,128.57
2010,Rajasthan,RJ,57.69,1.6,60.69,0.97,9.97,19.73
2020,Meghalaya,ML,4.09,1.32,74.67,1.92,16.41,2.7
2006,Sikkim,SK,1.72,0.8,41.32,1.16,3.94,0.26
2014,Tripura,TR,3.92,1.63,29.76,1.95,10.46,1.47
2020,Manipur,MN,4.2,2.2,39.64,0.9,18.25,1.1
2007,Uttar Pradesh,UP,197.4,3.81,51.49,1.34,18.05,174.63
2013,Karnataka,KA,55.86,2.0,60.6,1.48,14.77,35.71
2022,Madhya Pradesh,MP,78.33,2.01,34.92,2.78,17.3,51.22
2016,Maharashtra,MH,118.65,4.89,64.49,2.18,6.93,307.17
2009,Kerala,KL,27.52,1.91,66.08,1.35,4.37,19.48
2016,Gujarat,GJ,57.98,4.53,41.62,0.83,18.33,32.05
2006,Assam,AS,27.73,1.72,53.89,0.9,3.49,8.47
2015,Nagaland,NL,2.53,2.41,27.91,0.73,16.7,0.44
2012,Arunachal Pradesh,AR,2.5,2.63,27.93,1.45,17.21,0.98
2014,Himachal Pradesh,HP,12.8,2.59,58.17,0.96,11.45,7.25
2007,Sikkim,SK,1.73,1.04,30.86,1.16,18.52,0.23
2018,Odisha,OR,46.37,4.67,46.39,0.83,12.98,30.8
2022,Jharkhand,JH,32.44,5.66,60.85,1.34,18.28,55.99
2005,Chhattisgarh,CG,22.37,1.44,49.67,0.62,6.27,4.04
2011,Gujarat,GJ,53.37,1.18,49.26,0.94,11.91,10.06
2011,Kerala,KL,28.7,1.51,45.52,0.56,9.56,3.84
2010,Delhi,DL,14.58,1.73,46.35,1.32,19.54,5.7
2013,Nagaland,NL,2.51,2.57,44.23,1.11,17.41,1.16
2020,Nagaland,NL,2.76,4.77,33.65,2.02,8.02,3.58
2021,Rajasthan,RJ,64.26,3.82,59.57,2.19,16.33,123.68
2014,Madhya Pradesh,MP,69.73,1.63,23.69,1.59,21.08,14.88
2006,Mizoram,MZ,1.74,1.1,49.01,0.91,12.95,0.33
2017,Jharkhand,JH,30.31,1.53,35.79,2.23,16.0,11.98
2015,Odisha,OR,44.62,2.41,47.7,1.24,7.57,25.2
2009,Uttar Pradesh,UP,204.31,1.84,29.5,1.49,14.16,53.74
2018,Chhattisgarh,CG,26.7,3.56,38.33,1.55,12.34,22.51
2011,West Bengal,WB,75.89,1.43,71.71,1.32,6.84,37.07
2022,Chhattisgarh,CG,28.43,3.88,50.14,2.64,18.26,50.57
2020,Haryana,HR,32.38,4.52,29.78,0.61,18.37,10.19
2018,Sikkim,SK,2.03,4.11,28.12,2.75,18.37,2.47
2021,Karnataka,KA,60.85,3.47,60.69,2.51,12.72,118.64
2010,Assam,AS,28.86,1.66,45.9,1.41,17.35,11.26
2021,Jharkhand,JH,32.49,5.43,39.41,1.31,20.6,32.67
2011,Uttarakhand,UK,12.29,2.02,43.55,1.41,17.16,5.33
2016,Odisha,OR,44.67,1.74,70.18,0.78,9.88,16.43
2005,West Bengal,WB,69.92,0.87,31.4,1.03,2.13,7.59
2016,Nagaland,NL,2.57,2.19,72.33,2.31,22.23,3.3
2013,Maharashtra,MH,114.52,2.11,31.81,1.66,17.02,41.82
2022,Bihar,BR,113.39,3.75,47.12,3.07,21.14,211.81
2017,Arunachal Pradesh,AR,2.6,1.73,62.46,2.06,14.11,2.02
2016,Jharkhand,JH,29.87,3.8,28.15,1.53,10.97,16.55
2014,Punjab,PB,29.32,3.17,50.37,0.46,10.97,7.51
2019,Mizoram,MZ,2.0,3.13,30.94,1.5,9.05,1.04
2020,Kerala,KL,31.47,3.44,31.47,2.29,24.65,24.82
2014,Maharashtra,MH,119.2,2.02,65.03,1.45,19.21,74.77
2018,Himachal Pradesh,HP,13.4,2.02,31.89,1.63,13.62,5.58
2007,Kerala,KL,26.77,1.96,60.93,0.66,16.62,8.01
2020,Madhya Pradesh,MP,75.31,5.42,63.12,3.14,13.08,309.01
2018,Goa,GA,2.68,1.18,29.97,1.87,17.07,0.65
2015,Kerala,KL,29.3,1.09,57.88,1.47,10.39,10.11
2007,Gujarat,GJ,52.23,1.28,45.02,1.02,4.18,12.26
2011,Haryana,HR,30.02,0.95,51.32,1.65,15.85,7.9
2013,Kerala,KL,28.74,1.03,62.18,0.73,20.26,4.63
2016,Kerala,KL,30.12,1.86,36.75,1.76,8.72,15.11
2016,Assam,AS,31.24,4.03,51.83,1.66,20.96,34.94
2022,Jammu & Kashmir,JK,17.09,5.01,67.17,2.57,22.86,49.81
2024,Karnataka,KA,64.85,4.69,75.92,2.24,18.31,161.24
2015,Punjab,PB,29.8,2.66,28.95,0.54,16.58,4.42
2005,Haryana,HR,27.25,0.97,25.87,0.49,4.45,1.35
2018,Tripura,TR,4.05,4.02,60.28,1.88,23.72,6.44
2009,Jharkhand,JH,28.1,1.21,32.57,0.59,14.02,2.35
2011,Tripura,TR,3.66,2.76,61.14,1.37,11.39,3.34
2005,Nagaland,NL,2.32,0.56,56.03,0.38,15.78,0.1
2017,Assam,AS,31.91,1.25,50.33,0.87,16.98,6.46
2012,Jammu & Kashmir,JK,15.03,1.67,22.54,1.13,10.58,2.46
2010,Mizoram,MZ,1.8,1.64,71.88,0.58,7.58,0.5
2021,Assam,AS,33.34,4.41,42.3,2.26,21.29,42.67
2007,Maharashtra,MH,107.26,2.17,32.98,1.28,12.07,33.24
2007,Chhattisgarh,CG,23.65,2.25,31.05,1.04,8.38,6.58
2017,Rajasthan,RJ,61.67,1.94,45.04,2.67,21.12,44.64
2012,Punjab,PB,28.89,1.35,39.4,0.86,9.37,4.82
2007,Nagaland,NL,2.33,1.47,32.2,1.36,16.12,0.56
2008,Gujarat,GJ,51.93,0.81,50.09,1.43,8.0,10.96
2015,Jharkhand,JH,30.14,1.64,60.17,1.22,12.78,13.99
2023,Delhi,DL,16.77,5.97,53.6,1.62,14.96,31.12
2022,Kerala,KL,32.08,4.14,28.61,2.74,11.44,40.31
2013,Odisha,OR,43.62,1.69,32.78,0.45,14.78,4.05
2013,Jammu & Kashmir,JK,15.05,2.11,45.37,1.55,19.89,7.31
2006,Nagaland,NL,2.29,1.51,34.7,0.99,17.5,0.43
2008,Karnataka,KA,54.35,0.79,51.59,1.06,17.63,8.45
2018,Maharashtra,MH,124.17,5.96,27.29,0.66,20.12,42.17
2009,Delhi,DL,14.67,1.55,23.13,1.35,10.11,2.64
2018,Uttarakhand,UK,13.1,2.34,44.2,2.06,16.69,9.36
2019,Arunachal Pradesh,AR,2.67,4.2,69.09,2.04,11.19,5.91
2013,Gujarat,GJ,55.2,3.34,29.67,1.91,10.96,38.27
2022,Manipur,MN,4.2,3.63,59.71,3.38,24.99,11.15
2018,Nagaland,NL,2.72,4.15,52.62,2.84,11.82,5.77
2012,Maharashtra,MH,117.15,4.13,45.96,1.04,7.19,88.92
2005,Meghalaya,ML,3.37,0.92,21.7,0.32,6.5,0.09
2018,Andhra Pradesh,AP,50.33,4.92,47.59,2.39,13.64,110.03
2020,Karnataka,KA,61.14,2.54,51.85,1.75,22.75,48.83
2006,Goa,GA,2.28,1.36,25.45,0.74,17.81,0.21
2023,Himachal Pradesh,HP,13.96,3.63,65.7,3.37,21.87,35.27
2020,Haryana,HR,32.64,4.51,29.94,0.61,18.28,9.94
2023,Kerala,KL,31.78,5.89,66.75,2.11,25.74,93.52
2024,Jammu & Kashmir,JK,17.16,5.2,71.06,0.86,22.23,19.45
2012,Nagaland,NL,2.54,2.61,71.9,0.76,6.18,1.43
2015,Uttarakhand,UK,13.21,1.27,65.69,1.16,6.9,5.33
2019,West Bengal,WB,84.41,3.04,29.17,2.43,19.88,65.59
2007,Uttar Pradesh,UP,197.65,3.81,51.35,1.34,17.88,177.7
2017,Gujarat,GJ,58.57,1.35,64.55,1.75,14.36,31.84
2014,Maharashtra,MH,118.47,2.03,64.61,1.45,19.08,75.18
2021,Karnataka,KA,60.89,3.47,60.83,2.51,12.68,121.49
2008,Nagaland,NL,2.37,0.91,63.1,0.48,11.63,0.24
2017,Assam,AS,31.69,1.25,49.98,0.87,17.02,6.45
2023,Sikkim,SK,2.1,4.23,61.97,1.59,15.76,3.28
2022,Assam,AS,33.38,5.76,41.37,2.14,21.08,60.78
2014,Jharkhand,JH,28.87,1.22,43.56,2.06,17.87,11.37
2016,Sikkim,SK,2.0,2.21,63.99,2.24,14.1,2.24
2010,Delhi,DL,14.49,1.73,46.67,1.31,19.53,5.65
2023,Tripura,TR,4.23,2.04,49.05,2.23,20.15,3.3
2006,Meghalaya,ML,3.45,1.86,36.39,0.99,3.51,0.84
2009,Tamil Nadu,TN,63.25,2.37,42.65,0.99,19.3,22.31
2011,Goa,GA,2.43,2.02,41.35,1.62,18.19,1.05
2006,Arunachal Pradesh,AR,2.28,1.09,46.62,0.75,17.57,0.28
2019,Tripura,TR,4.1,1.36,28.57,1.83,9.2,1.17
2007,Uttar Pradesh,UP,196.83,3.81,51.52,1.34,18.02,178.33
2015,Bihar,BR,103.57,2.82,27.47,1.78,14.06,51.04
